algoritmo,n,escenario,repeticion,comparaciones,tiempo_ns,tiempo_orden_ns
lineal,10000,ausente,19,4372,509300,0
binaria,10000,ausente,19,13,4100,2943200
lineal,10000,ausente,20,4372,497400,0
binaria,10000,ausente,20,13,4000,2943200
lineal,10000,ausente,21,4372,565600,0
binaria,10000,ausente,21,13,4800,2943200
lineal,10000,ausente,22,4372,502500,0
binaria,10000,ausente,22,13,4100,2943200
lineal,10000,ausente,23,4372,513800,0
binaria,10000,ausente,23,13,10500,2943200
lineal,10000,ausente,24,4372,522800,0
binaria,10000,ausente,24,13,4100,2943200
lineal,10000,ausente,25,4372,528200,0
binaria,10000,ausente,25,13,4200,2943200
lineal,10000,ausente,26,4372,483400,0
binaria,10000,ausente,26,13,4100,2943200
lineal,10000,ausente,27,4372,481700,0
binaria,10000,ausente,27,13,3800,2943200
lineal,10000,ausente,28,4372,501700,0
binaria,10000,ausente,28,13,4000,2943200
lineal,10000,ausente,29,4372,530700,0
binaria,10000,ausente,29,13,4400,2943200
lineal,100000,inicio,0,1,4800,0
binaria,100000,inicio,0,12,8300,1456800
lineal,100000,inicio,1,1,1000,0
binaria,100000,inicio,1,12,4200,1456800
lineal,100000,inicio,2,1,800,0
binaria,100000,inicio,2,12,3600,1456800
lineal,100000,inicio,3,1,800,0
binaria,100000,inicio,3,12,3600,1456800
lineal,100000,inicio,4,1,800,0
binaria,100000,inicio,4,12,3300,1456800
lineal,100000,inicio,5,1,700,0
binaria,100000,inicio,5,12,3400,1456800
lineal,100000,inicio,6,1,800,0
binaria,100000,inicio,6,12,3200,1456800
lineal,100000,inicio,7,1,800,0
binaria,100000,inicio,7,12,3200,1456800
lineal,100000,inicio,8,1,700,0
binaria,100000,inicio,8,12,3200,1456800
lineal,100000,inicio,9,1,800,0
binaria,100000,inicio,9,12,3300,1456800
lineal,100000,inicio,10,1,600,0
binaria,100000,inicio,10,12,3300,1456800
lineal,100000,inicio,11,1,800,0
binaria,100000,inicio,11,12,3200,1456800
lineal,100000,inicio,12,1,600,0
binaria,100000,inicio,12,12,3400,1456800
lineal,100000,inicio,13,1,500,0
binaria,100000,inicio,13,12,3300,1456800
lineal,100000,inicio,14,1,600,0
binaria,100000,inicio,14,12,3400,1456800
lineal,100000,inicio,15,1,600,0
binaria,100000,inicio,15,12,3200,1456800
lineal,100000,inicio,16,1,700,0
binaria,100000,inicio,16,12,3200,1456800
lineal,100000,inicio,17,1,700,0
binaria,100000,inicio,17,12,3200,1456800
lineal,100000,inicio,18,1,700,0
binaria,100000,inicio,18,12,3200,1456800
lineal,100000,inicio,19,1,600,0
binaria,100000,inicio,19,12,3300,1456800
lineal,100000,inicio,20,1,800,0
binaria,100000,inicio,20,12,3600,1456800
lineal,100000,inicio,21,1,700,0
binaria,100000,inicio,21,12,3300,1456800
lineal,100000,inicio,22,1,700,0
binaria,100000,inicio,22,12,3300,1456800
lineal,100000,inicio,23,1,600,0
binaria,100000,inicio,23,12,3400,1456800
lineal,100000,inicio,24,1,600,0
binaria,100000,inicio,24,12,3300,1456800
lineal,100000,inicio,25,1,600,0
binaria,100000,inicio,25,12,3300,1456800
lineal,100000,inicio,26,1,700,0
binaria,100000,inicio,26,12,3400,1456800
lineal,100000,inicio,27,1,600,0
binaria,100000,inicio,27,12,3300,1456800
lineal,100000,inicio,28,1,700,0
binaria,100000,inicio,28,12,3400,1456800
lineal,100000,inicio,29,1,700,0
binaria,100000,inicio,29,12,3300,1456800
lineal,100000,centro,0,2187,287300,0
binaria,100000,centro,0,12,5600,1456800
lineal,100000,centro,1,2187,282600,0
binaria,100000,centro,1,12,4000,1456800
lineal,100000,centro,2,2187,280100,0
binaria,100000,centro,2,12,3900,1456800
lineal,100000,centro,3,2187,277900,0
binaria,100000,centro,3,12,3600,1456800
lineal,100000,centro,4,2187,271100,0
binaria,100000,centro,4,12,3700,1456800
lineal,100000,centro,5,2187,294200,0
binaria,100000,centro,5,12,3900,1456800
lineal,100000,centro,6,2187,286900,0
binaria,100000,centro,6,12,4100,1456800
lineal,100000,centro,7,2187,291700,0
binaria,100000,centro,7,12,3900,1456800
lineal,100000,centro,8,2187,272100,0
binaria,100000,centro,8,12,3600,1456800
lineal,100000,centro,9,2187,288200,0
binaria,100000,centro,9,12,3800,1456800
lineal,100000,centro,10,2187,270700,0
binaria,100000,centro,10,12,3800,1456800
lineal,100000,centro,11,2187,271800,0
binaria,100000,centro,11,12,3800,1456800
lineal,100000,centro,12,2187,307700,0
binaria,100000,centro,12,12,3900,1456800
lineal,100000,centro,13,2187,296500,0
binaria,100000,centro,13,12,4100,1456800
lineal,100000,centro,14,2187,277100,0
binaria,100000,centro,14,12,3500,1456800
lineal,100000,centro,15,2187,278800,0
binaria,100000,centro,15,12,5000,1456800
lineal,100000,centro,16,2187,313300,0
binaria,100000,centro,16,12,3900,1456800
lineal,100000,centro,17,2187,268000,0
binaria,100000,centro,17,12,3900,1456800
lineal,100000,centro,18,2187,282100,0
binaria,100000,centro,18,12,3700,1456800
lineal,100000,centro,19,2187,324500,0
binaria,100000,centro,19,12,4100,1456800
lineal,100000,centro,20,2187,287800,0
binaria,100000,centro,20,12,3900,1456800
lineal,100000,centro,21,2187,305100,0
binaria,100000,centro,21,12,3600,1456800
lineal,100000,centro,22,2187,300100,0
binaria,100000,centro,22,12,3700,1456800
lineal,100000,centro,23,2187,302800,0
binaria,100000,centro,23,12,3700,1456800
lineal,100000,centro,24,2187,297900,0
binaria,100000,centro,24,12,3700,1456800
lineal,100000,centro,25,2187,305100,0
binaria,100000,centro,25,12,4300,1456800
lineal,100000,centro,26,2187,302600,0
binaria,100000,centro,26,12,4000,1456800
lineal,100000,centro,27,2187,277700,0
binaria,100000,centro,27,12,3800,1456800
lineal,100000,centro,28,2187,270800,0
binaria,100000,centro,28,12,3600,1456800
lineal,100000,centro,29,2187,307700,0
binaria,100000,centro,29,12,3800,1456800
lineal,100000,final,0,4372,505000,0
binaria,100000,final,0,13,4400,1456800
lineal,100000,final,1,4372,528600,0
binaria,100000,final,1,13,4400,1456800
lineal,100000,final,2,4372,524200,0
binaria,100000,final,2,13,3900,1456800
lineal,100000,final,3,4372,684600,0
binaria,100000,final,3,13,4500,1456800
lineal,100000,final,4,4372,553200,0
binaria,100000,final,4,13,5200,1456800
lineal,100000,final,5,4372,533200,0
binaria,100000,final,5,13,4200,1456800
lineal,100000,final,6,4372,527700,0
binaria,100000,final,6,13,4000,1456800
lineal,100000,final,7,4372,527000,0
binaria,100000,final,7,13,4000,1456800
lineal,100000,final,8,4372,554700,0
binaria,100000,final,8,13,4200,1456800
lineal,100000,final,9,4372,538300,0
binaria,100000,final,9,13,3800,1456800
lineal,100000,final,10,4372,540200,0
binaria,100000,final,10,13,4100,1456800
lineal,100000,final,11,4372,505400,0
binaria,100000,final,11,13,4000,1456800
lineal,100000,final,12,4372,3002500,0
binaria,100000,final,12,13,11800,1456800
lineal,100000,final,13,4372,2164900,0
binaria,100000,final,13,13,10900,1456800
lineal,100000,final,14,4372,989000,0
binaria,100000,final,14,13,11900,1456800
lineal,100000,final,15,4372,3954700,0
binaria,100000,final,15,13,12700,1456800
lineal,100000,final,16,4372,829600,0
binaria,100000,final,16,13,8500,1456800
lineal,100000,final,17,4372,921300,0
binaria,100000,final,17,13,7900,1456800
lineal,100000,final,18,4372,843000,0
binaria,100000,final,18,13,6800,1456800
lineal,100000,final,19,4372,18859100,0
binaria,100000,final,19,13,16400,1456800
lineal,100000,final,20,4372,965900,0
binaria,100000,final,20,13,12600,1456800
lineal,100000,final,21,4372,554000,0
binaria,100000,final,21,13,4600,1456800
lineal,100000,final,22,4372,529100,0
binaria,100000,final,22,13,4200,1456800
lineal,100000,final,23,4372,552500,0
binaria,100000,final,23,13,4400,1456800
lineal,100000,final,24,4372,552000,0
binaria,100000,final,24,13,4000,1456800
lineal,100000,final,25,4372,531900,0
binaria,100000,final,25,13,4000,1456800
lineal,100000,final,26,4372,530000,0
binaria,100000,final,26,13,4100,1456800
lineal,100000,final,27,4372,524700,0
binaria,100000,final,27,13,4000,1456800
lineal,100000,final,28,4372,540400,0
binaria,100000,final,28,13,3900,1456800
lineal,100000,final,29,4372,528000,0
binaria,100000,final,29,13,3900,1456800
lineal,100000,ausente,0,4372,540900,0
binaria,100000,ausente,0,13,5100,1456800
lineal,100000,ausente,1,4372,514700,0
binaria,100000,ausente,1,13,4000,1456800
lineal,100000,ausente,2,4372,834200,0
binaria,100000,ausente,2,13,9000,1456800
lineal,100000,ausente,3,4372,541700,0
binaria,100000,ausente,3,13,4800,1456800
lineal,100000,ausente,4,4372,492100,0
binaria,100000,ausente,4,13,4100,1456800
lineal,100000,ausente,5,4372,503800,0
binaria,100000,ausente,5,13,4300,1456800
lineal,100000,ausente,6,4372,544000,0
binaria,100000,ausente,6,13,4200,1456800
lineal,100000,ausente,7,4372,511600,0
binaria,100000,ausente,7,13,4700,1456800
lineal,100000,ausente,8,4372,548100,0
binaria,100000,ausente,8,13,4100,1456800
lineal,100000,ausente,9,4372,538800,0
binaria,100000,ausente,9,13,4100,1456800
lineal,100000,ausente,10,4372,491800,0
binaria,100000,ausente,10,13,4400,1456800
lineal,100000,ausente,11,4372,516600,0
binaria,100000,ausente,11,13,4200,1456800
lineal,100000,ausente,12,4372,522800,0
binaria,100000,ausente,12,13,4000,1456800
lineal,100000,ausente,13,4372,539700,0
binaria,100000,ausente,13,13,3900,1456800
lineal,100000,ausente,14,4372,496600,0
binaria,100000,ausente,14,13,4200,1456800
lineal,100000,ausente,15,4372,517900,0
binaria,100000,ausente,15,13,4500,1456800
lineal,100000,ausente,16,4372,527700,0
binaria,100000,ausente,16,13,4300,1456800
lineal,100000,ausente,17,4372,635900,0
binaria,100000,ausente,17,13,7200,1456800
lineal,100000,ausente,18,4372,530300,0
binaria,100000,ausente,18,13,4400,1456800
lineal,100000,ausente,19,4372,528300,0
binaria,100000,ausente,19,13,4200,1456800
lineal,100000,ausente,20,4372,535400,0
binaria,100000,ausente,20,13,4500,1456800
lineal,100000,ausente,21,4372,533700,0
binaria,100000,ausente,21,13,4200,1456800
lineal,100000,ausente,22,4372,551200,0
binaria,100000,ausente,22,13,11300,1456800
lineal,100000,ausente,23,4372,509000,0
binaria,100000,ausente,23,13,4300,1456800
lineal,100000,ausente,24,4372,530000,0
binaria,100000,ausente,24,13,4400,1456800
lineal,100000,ausente,25,4372,509800,0
binaria,100000,ausente,25,13,4500,1456800
lineal,100000,ausente,26,4372,527900,0
binaria,100000,ausente,26,13,4200,1456800
lineal,100000,ausente,27,4372,484300,0
binaria,100000,ausente,27,13,4000,1456800
lineal,100000,ausente,28,4372,496900,0
binaria,100000,ausente,28,13,4500,1456800
lineal,100000,ausente,29,4372,541600,0
binaria,100000,ausente,29,13,4300,1456800
lineal,500000,inicio,0,1,5200,0
binaria,500000,inicio,0,12,10300,1542700
lineal,500000,inicio,1,1,1400,0
binaria,500000,inicio,1,12,5700,1542700
lineal,500000,inicio,2,1,1300,0
binaria,500000,inicio,2,12,4700,1542700
lineal,500000,inicio,3,1,1100,0
binaria,500000,inicio,3,12,5600,1542700
lineal,500000,inicio,4,1,1200,0
binaria,500000,inicio,4,12,4400,1542700
lineal,500000,inicio,5,1,1000,0
binaria,500000,inicio,5,12,4900,1542700
lineal,500000,inicio,6,1,1000,0
binaria,500000,inicio,6,12,4600,1542700
lineal,500000,inicio,7,1,1000,0
binaria,500000,inicio,7,12,6300,1542700
lineal,500000,inicio,8,1,1000,0
binaria,500000,inicio,8,12,4400,1542700
lineal,500000,inicio,9,1,800,0
binaria,500000,inicio,9,12,4700,1542700
lineal,500000,inicio,10,1,800,0
binaria,500000,inicio,10,12,4900,1542700
lineal,500000,inicio,11,1,900,0
binaria,500000,inicio,11,12,5200,1542700
lineal,500000,inicio,12,1,1000,0
binaria,500000,inicio,12,12,4800,1542700
lineal,500000,inicio,13,1,700,0
binaria,500000,inicio,13,12,4400,1542700
lineal,500000,inicio,14,1,900,0
binaria,500000,inicio,14,12,4600,1542700
lineal,500000,inicio,15,1,1100,0
binaria,500000,inicio,15,12,4600,1542700
lineal,500000,inicio,16,1,1000,0
binaria,500000,inicio,16,12,39300,1542700
lineal,500000,inicio,17,1,2900,0
binaria,500000,inicio,17,12,6500,1542700
lineal,500000,inicio,18,1,1200,0
binaria,500000,inicio,18,12,4900,1542700
lineal,500000,inicio,19,1,1000,0
binaria,500000,inicio,19,12,5400,1542700
lineal,500000,inicio,20,1,1100,0
binaria,500000,inicio,20,12,4900,1542700
lineal,500000,inicio,21,1,1000,0
binaria,500000,inicio,21,12,4800,1542700
lineal,500000,inicio,22,1,900,0
binaria,500000,inicio,22,12,4900,1542700
lineal,500000,inicio,23,1,1300,0
binaria,500000,inicio,23,12,5700,1542700
lineal,500000,inicio,24,1,1000,0
binaria,500000,inicio,24,12,5400,1542700
lineal,500000,inicio,25,1,900,0
binaria,500000,inicio,25,12,4300,1542700
lineal,500000,inicio,26,1,1000,0
binaria,500000,inicio,26,12,4600,1542700
lineal,500000,inicio,27,1,900,0
binaria,500000,inicio,27,12,4200,1542700
lineal,500000,inicio,28,1,1100,0
binaria,500000,inicio,28,12,4700,1542700
lineal,500000,inicio,29,1,1100,0
binaria,500000,inicio,29,12,125400,1542700
lineal,500000,centro,0,2187,577100,0
binaria,500000,centro,0,12,13700,1542700
lineal,500000,centro,1,2187,1163500,0
binaria,500000,centro,1,12,13700,1542700
lineal,500000,centro,2,2187,293200,0
binaria,500000,centro,2,12,4800,1542700
lineal,500000,centro,3,2187,271800,0
binaria,500000,centro,3,12,3800,1542700
lineal,500000,centro,4,2187,274900,0
binaria,500000,centro,4,12,3600,1542700
lineal,500000,centro,5,2187,297800,0
binaria,500000,centro,5,12,4100,1542700
lineal,500000,centro,6,2187,285300,0
binaria,500000,centro,6,12,4200,1542700
lineal,500000,centro,7,2187,277800,0
binaria,500000,centro,7,12,3800,1542700
lineal,500000,centro,8,2187,274900,0
binaria,500000,centro,8,12,3800,1542700
lineal,500000,centro,9,2187,273800,0
binaria,500000,centro,9,12,3700,1542700
lineal,500000,centro,10,2187,277700,0
binaria,500000,centro,10,12,3700,1542700
lineal,500000,centro,11,2187,277300,0
binaria,500000,centro,11,12,3800,1542700
lineal,500000,centro,12,2187,317300,0
binaria,500000,centro,12,12,4000,1542700
lineal,500000,centro,13,2187,278900,0
binaria,500000,centro,13,12,4100,1542700
lineal,500000,centro,14,2187,274200,0
binaria,500000,centro,14,12,3600,1542700
lineal,500000,centro,15,2187,269300,0
binaria,500000,centro,15,12,3800,1542700
lineal,500000,centro,16,2187,275200,0
binaria,500000,centro,16,12,3600,1542700
lineal,500000,centro,17,2187,276100,0
binaria,500000,centro,17,12,3700,1542700
lineal,500000,centro,18,2187,274600,0
binaria,500000,centro,18,12,3500,1542700
lineal,500000,centro,19,2187,448400,0
binaria,500000,centro,19,12,15200,1542700
lineal,500000,centro,20,2187,486300,0
binaria,500000,centro,20,12,9400,1542700
lineal,500000,centro,21,2187,543700,0
binaria,500000,centro,21,12,11000,1542700
lineal,500000,centro,22,2187,460500,0
binaria,500000,centro,22,12,8900,1542700
lineal,500000,centro,23,2187,585100,0
binaria,500000,centro,23,12,10700,1542700
lineal,500000,centro,24,2187,389600,0
binaria,500000,centro,24,12,7400,1542700
lineal,500000,centro,25,2187,458200,0
binaria,500000,centro,25,12,7200,1542700
lineal,500000,centro,26,2187,455400,0
binaria,500000,centro,26,12,6500,1542700
lineal,500000,centro,27,2187,459800,0
binaria,500000,centro,27,12,6200,1542700
lineal,500000,centro,28,2187,463900,0
binaria,500000,centro,28,12,6400,1542700
lineal,500000,centro,29,2187,458600,0
binaria,500000,centro,29,12,6700,1542700
lineal,500000,final,0,4372,806000,0
binaria,500000,final,0,13,7800,1542700
lineal,500000,final,1,4372,684000,0
binaria,500000,final,1,13,4400,1542700
lineal,500000,final,2,4372,526600,0
binaria,500000,final,2,13,6600,1542700
lineal,500000,final,3,4372,1817600,0
binaria,500000,final,3,13,11000,1542700
lineal,500000,final,4,4372,3423700,0
binaria,500000,final,4,13,12500,1542700
lineal,500000,final,5,4372,805200,0
binaria,500000,final,5,13,11100,1542700
lineal,500000,final,6,4372,832500,0
binaria,500000,final,6,13,9500,1542700
lineal,500000,final,7,4372,886700,0
binaria,500000,final,7,13,8900,1542700
lineal,500000,final,8,4372,1199300,0
binaria,500000,final,8,13,12500,1542700
lineal,500000,final,9,4372,7471000,0
binaria,500000,final,9,13,15800,1542700
lineal,500000,final,10,4372,864400,0
binaria,500000,final,10,13,8200,1542700
lineal,500000,final,11,4372,3896700,0
binaria,500000,final,11,13,13500,1542700
lineal,500000,final,12,4372,1481000,0
binaria,500000,final,12,13,16900,1542700
lineal,500000,final,13,4372,915500,0
binaria,500000,final,13,13,11100,1542700
lineal,500000,final,14,4372,782300,0
binaria,500000,final,14,13,8400,1542700
lineal,500000,final,15,4372,517900,0
binaria,500000,final,15,13,4100,1542700
lineal,500000,final,16,4372,502500,0
binaria,500000,final,16,13,3700,1542700
lineal,500000,final,17,4372,558000,0
binaria,500000,final,17,13,4300,1542700
lineal,500000,final,18,4372,534500,0
binaria,500000,final,18,13,4000,1542700
lineal,500000,final,19,4372,509800,0
binaria,500000,final,19,13,3800,1542700
lineal,500000,final,20,4372,521200,0
binaria,500000,final,20,13,4200,1542700
lineal,500000,final,21,4372,535700,0
binaria,500000,final,21,13,4000,1542700
lineal,500000,final,22,4372,507100,0
binaria,500000,final,22,13,4100,1542700
lineal,500000,final,23,4372,592900,0
binaria,500000,final,23,13,4400,1542700
lineal,500000,final,24,4372,539800,0
binaria,500000,final,24,13,4200,1542700
lineal,500000,final,25,4372,506600,0
binaria,500000,final,25,13,4000,1542700
lineal,500000,final,26,4372,555700,0
binaria,500000,final,26,13,5800,1542700
lineal,500000,final,27,4372,533400,0
binaria,500000,final,27,13,3900,1542700
lineal,500000,final,28,4372,567100,0
binaria,500000,final,28,13,6300,1542700
lineal,500000,final,29,4372,534900,0
binaria,500000,final,29,13,4100,1542700
lineal,500000,ausente,0,4372,531700,0
binaria,500000,ausente,0,13,5000,1542700
lineal,500000,ausente,1,4372,527000,0
binaria,500000,ausente,1,13,6300,1542700
lineal,500000,ausente,2,4372,525300,0
binaria,500000,ausente,2,13,4300,1542700
lineal,500000,ausente,3,4372,838600,0
binaria,500000,ausente,3,13,9700,1542700
lineal,500000,ausente,4,4372,532300,0
binaria,500000,ausente,4,13,5100,1542700
lineal,500000,ausente,5,4372,491000,0
binaria,500000,ausente,5,13,4100,1542700
lineal,500000,ausente,6,4372,494200,0
binaria,500000,ausente,6,13,4100,1542700
lineal,500000,ausente,7,4372,508200,0
binaria,500000,ausente,7,13,4100,1542700
lineal,500000,ausente,8,4372,507200,0
binaria,500000,ausente,8,13,4300,1542700
lineal,500000,ausente,9,4372,527900,0
binaria,500000,ausente,9,13,4100,1542700
lineal,500000,ausente,10,4372,482400,0
binaria,500000,ausente,10,13,4100,1542700
lineal,500000,ausente,11,4372,486700,0
binaria,500000,ausente,11,13,4000,1542700
lineal,500000,ausente,12,4372,501600,0
binaria,500000,ausente,12,13,4200,1542700
lineal,500000,ausente,13,4372,767800,0
binaria,500000,ausente,13,13,13000,1542700
lineal,500000,ausente,14,4372,915200,0
binaria,500000,ausente,14,13,8300,1542700
lineal,500000,ausente,15,4372,1147400,0
binaria,500000,ausente,15,13,12600,1542700
lineal,500000,ausente,16,4372,841300,0
binaria,500000,ausente,16,13,8500,1542700
lineal,500000,ausente,17,4372,643900,0
binaria,500000,ausente,17,13,5100,1542700
lineal,500000,ausente,18,4372,515100,0
binaria,500000,ausente,18,13,5100,1542700
lineal,500000,ausente,19,4372,528100,0
binaria,500000,ausente,19,13,4100,1542700
lineal,500000,ausente,20,4372,520600,0
binaria,500000,ausente,20,13,4400,1542700
lineal,500000,ausente,21,4372,856400,0
binaria,500000,ausente,21,13,11800,1542700
lineal,500000,ausente,22,4372,1522300,0
binaria,500000,ausente,22,13,10200,1542700
lineal,500000,ausente,23,4372,496700,0
binaria,500000,ausente,23,13,4800,1542700
lineal,500000,ausente,24,4372,518800,0
binaria,500000,ausente,24,13,4300,1542700
lineal,500000,ausente,25,4372,495900,0
binaria,500000,ausente,25,13,4500,1542700
lineal,500000,ausente,26,4372,542000,0
binaria,500000,ausente,26,13,4300,1542700
lineal,500000,ausente,27,4372,495500,0
binaria,500000,ausente,27,13,4000,1542700
lineal,500000,ausente,28,4372,523500,0
binaria,500000,ausente,28,13,5500,1542700
lineal,500000,ausente,29,4372,734900,0
binaria,500000,ausente,29,13,7700,1542700
